Tijd,Substraat,Biomassa
27.6,0.0158198019,0.001453492628560
27.7,0.0164500303,0.001526082039167
27.8,0.0192112774,0.001801867016951
27.9,0.0165715385,0.001580387644904
28,0.0185660268,0.001790739043157
28.1,0.0161397479,0.001580977320763
28.2,0.0170404077,0.001686909882626
28.3,0.0177215552,0.001776273983356
28.4,0.016215535,0.001648061208398
28.5,0.0184599701,0.001896650439600
28.6,0.0160926552,0.001679374904994
28.7,0.0189467728,0.001998530774948
28.8,0.0163704092,0.001755972786228
28.9,0.0162716998,0.001765434177499
29,0.0158017522,0.001733868998791
29.1,0.0161954944,0.001795541119297
29.2,0.0176024206,0.001973492299051
29.3,0.0177711915,0.002020949548541
29.4,0.018063148,0.002084508241112
29.5,0.017676363,0.002071526912390
29.6,0.0178232149,0.002119583772968
29.7,0.0174914968,0.002111736072724
29.8,0.0173253053,0.002122121064626
29.9,0.0153403271,0.001905825534626
30,0.0171529837,0.002152389512086
30.1,0.015866009,0.002018854012483
30.2,0.0161539774,0.002078687462220
30.3,0.0174042772,0.002266387523238
30.4,0.0154116697,0.002036695367112
30.5,0.0175481608,0.002343367358890
30.6,0.016708407,0.002265454485206
30.7,0.0167618494,0.002303460918002
30.8,0.0168338055,0.002345151160208
30.9,0.0159380493,0.002251462348863
31,0.0171400437,0.002450452147022
31.1,0.0152494086,0.002212638777617
31.2,0.0152926485,0.002242579346142
31.3,0.0163336804,0.002421156751065
31.4,0.0175203282,0.002631517045253
31.5,0.0173031021,0.002640910220835
31.6,0.0164097381,0.002544110335970
31.7,0.0169551597,0.002664930605430
31.8,0.0155340984,0.002478704316956
31.9,0.014922757,0.002409594322462
32,0.016167356,0.002638204516031
32.1,0.0154251762,0.002551330016460
32.2,0.0162823432,0.002725231160232
32.3,0.0160103795,0.002717435288104
32.4,0.0156886234,0.002698855223309
32.5,0.0151038141,0.002631656072804
32.6,0.0154280436,0.002719161444744
32.7,0.0154642512,0.002759351127782
32.8,0.0155963951,0.002817959329168
32.9,0.0156462228,0.002863745966557
33,0.0153263711,0.002842350463058
33.1,0.0149485599,0.002807092201146
33.2,0.0142892639,0.002714728088597
33.3,0.0151774011,0.002912811302441
33.4,0.014778949,0.002871657654490
33.5,0.0160437868,0.003153439422381
33.6,0.0159976735,0.003191127128448
33.7,0.0154374544,0.003125256846857
33.8,0.016046987,0.003292807102333
33.9,0.0159579561,0.003324705400138
34,0.0165750379,0.003505928865393
34.1,0.0150263191,0.003232637265655
34.2,0.0164275003,0.003580435381858
34.3,0.0144861162,0.003211102193975
34.4,0.0148644344,0.003334438794457
34.5,0.014986312,0.003405824894337
34.6,0.0153637577,0.003538960629606
34.7,0.0145317423,0.003396658057285
34.8,0.0150897041,0.003571573963461
34.9,0.0161517239,0.003877551008954
35,0.0136143669,0.003325495291812
35.1,0.0151039843,0.003728286293095
35.2,0.0140898934,0.003529476280925
35.3,0.0146220342,0.003707132969754
35.4,0.0145113395,0.003729630958667
35.5,0.0153382866,0.003995714856883
35.6,0.012927744,0.003422177500161
35.7,0.0136471072,0.003646594026292
35.8,0.0146597182,0.003962323893140
35.9,0.0143194415,0.003926891361430
36,0.0153115801,0.004256839615600
36.1,0.0133933341,0.003786687279076
36.2,0.0153253899,0.004382373755189
36.3,0.0132175782,0.003845463645911
36.4,0.0148380024,0.004365304576281
36.5,0.014340555,0.004287777820888
36.6,0.0136146724,0.004131762355497
36.7,0.0145503353,0.004472806115071
36.8,0.012305055,0.003843337558324
36.9,0.0126575321,0.003990013213995
37,0.0141036385,0.004492201980124
37.1,0.0140319666,0.004536956323770
37.2,0.013230861,0.004342594279114
37.3,0.0135667458,0.004509521594343
37.4,0.0139518065,0.004702422248005
37.5,0.0145066903,0.004965155981463
37.6,0.0136307732,0.004747615987664
37.7,0.0124707897,0.004408448757100
37.8,0.0136618933,0.004883835057592
37.9,0.0120760344,0.004383619490278
38,0.0116105869,0.004257987674180
38.1,0.0128501798,0.004754323851466
38.2,0.0117261486,0.004395518202275
38.3,0.0119087061,0.004506339850292
38.4,0.0137577106,0.005259250515595
38.5,0.0133586318,0.005192974796259
38.6,0.0131832362,0.005205517362496
38.7,0.0123274256,0.004942511529845
38.8,0.0112025118,0.004547771724788
38.9,0.0126117416,0.005164432214759
39,0.0123800397,0.005139993553739
39.1,0.0112087382,0.004715427209705
39.2,0.0123469747,0.005241979127681
39.3,0.0119059154,0.005122982436889
39.4,0.0114311,0.004978019457132
39.5,0.0118010678,0.005192955653825
39.6,0.0123274254,0.005489773594042
39.7,0.0123314427,0.005569829804034
39.8,0.0123751876,0.005670813228938
39.9,0.0118924095,0.005531233993124
40,0.011220477,0.005288276595871
40.1,0.0124273792,0.005920881065972
40.2,0.0113071591,0.005473192770288
40.3,0.0119808082,0.005867006983630
40.4,0.0110398998,0.005485520367285
40.5,0.0103050186,0.005176899223374
40.6,0.0104941179,0.005315336496106
40.7,0.0114092004,0.005831503896160
40.8,0.0119204214,0.006172367413644
40.9,0.0105883269,0.005567746809992
41,0.0101777017,0.005405901715481
41.1,0.0101824424,0.005454628997067
41.2,0.0103508235,0.005593007420957
41.3,0.011560675,0.006306285138244
41.4,0.0105401151,0.005835902088058
41.5,0.0099538905,0.005570672024246
41.6,0.01085619,0.006126676326210
41.7,0.0107496099,0.006142512034948
41.8,0.0108250617,0.006261641399940
41.9,0.0106023849,0.006211840269331
42,0.0099121633,0.005877790699130
42.1,0.0101641275,0.006082496003164
42.2,0.0112758465,0.006818544173343
42.3,0.01089336,0.006692742456661
42.4,0.0105681839,0.006587248533171
42.5,0.0107127832,0.006765897019259
42.6,0.0099164215,0.006352349589034
42.7,0.0093089938,0.006026707625413
42.8,0.0111734295,0.007290896175247
42.9,0.0101702237,0.006752146745437
43,0.0090215626,0.006065450250325
43.1,0.0107059341,0.007249462366900
43.2,0.0089744218,0.006173966750364
43.3,0.0096372272,0.006678532720567
43.4,0.0098065704,0.006869593894598
43.5,0.0099156375,0.007029166290732
43.6,0.0101644762,0.007298064639666
43.7,0.0099686406,0.007261404724801
43.8,0.0096202273,0.007104359891874
43.9,0.0086078094,0.006434266065154
44,0.0087485556,0.006584823508828
44.1,0.0103234962,0.007830961835644
44.2,0.0087551454,0.006753827561631
44.3,0.0090245581,0.007019730509620
44.4,0.0094647817,0.007436002943706
44.5,0.0093851434,0.007467976169924
44.6,0.0084397388,0.006800844081965
44.7,0.0091877344,0.007458708767270
44.8,0.009850857,0.008092995986965
44.9,0.0086853785,0.007252786357381
45,0.0094972475,0.008007364032692
45.1,0.0096519911,0.008259643213537
45.2,0.0083061078,0.007224741342559
45.3,0.0082581556,0.007242520058915
45.4,0.0085230054,0.007535823723570
45.5,0.0091447026,0.008166530293851
45.6,0.0092090501,0.008342134902117
45.7,0.0080175156,0.007373504941668
45.8,0.0088543362,0.008205890314712
45.9,0.008670922,0.008144410182465
46,0.0082014578,0.007800756262426
46.1,0.0078454514,0.007534868380184
46.2,0.0084733946,0.008199545671196
46.3,0.0075165161,0.007361611431622
46.4,0.0076473174,0.007533097629912
46.5,0.0074655258,0.007404031267808
46.6,0.0081449182,0.008123945134949
46.7,0.0072252726,0.007282974164320
46.8,0.0074849225,0.007578002619815
46.9,0.008136731,0.008289705273270
47,0.0078151877,0.008050557130645
47.1,0.0072224901,0.007507397045110
47.2,0.0081573142,0.008521724659142
47.3,0.0076076273,0.008042774479413
47.4,0.0082868225,0.008832679655392
47.5,0.0071154946,0.007687532686677
47.6,0.008402557,0.009124400187469
47.7,0.0068822325,0.007586922283628
47.8,0.0069489192,0.007689783241712
47.9,0.00756201,0.008405070497643
48,0.0079327967,0.008898205184786
48.1,0.008112519,0.009212954596211
48.2,0.0070216485,0.008088541869640
48.3,0.0071600869,0.008296570035412
48.4,0.0077301914,0.009021046852360
48.5,0.0072753231,0.008592464544425
48.6,0.0075960316,0.009048347900731
48.7,0.0074250355,0.008947004702410
48.8,0.0073864865,0.008993731291186
48.9,0.0074403138,0.009154079770615
49,0.006370638,0.007926431434525
49.1,0.0066387878,0.008280186511961
49.2,0.0066092993,0.008282299310351
49.3,0.0070690419,0.008899001922019
49.4,0.0071529349,0.009082834645052
49.5,0.0070556209,0.009046222164530
49.6,0.0066756971,0.008637241773733
49.7,0.0064506928,0.008396022414468
49.8,0.0064484403,0.008427888557039
49.9,0.0070034698,0.009191977471318
50,0.0063001061,0.008346333006058
50.1,0.0070698933,0.009396552622407
50.2,0.006235548,0.008373893056955
50.3,0.0060771822,0.008185669265684
50.4,0.0068963561,0.009304454165778
50.5,0.0061385991,0.008358575718428
50.6,0.0072256613,0.009862854127850
50.7,0.0065462607,0.009050427232778
50.8,0.0066959118,0.009318752852620
50.9,0.0070374985,0.009875323137819
51,0.0058202724,0.008265287002152
51.1,0.0065655985,0.009328289013271
51.2,0.0066945683,0.009584320898518
51.3,0.0063626789,0.009193014530031
51.4,0.0057742313,0.008394051564186
51.5,0.0062689747,0.009118452861170
51.6,0.0063442895,0.009277795907908
51.7,0.006634438,0.009763352168565
51.8,0.0057044908,0.008474747873776
51.9,0.0061795072,0.009183959613154
52,0.0068239452,0.010193561365390
52.1,0.0061317585,0.009270466646172
52.2,0.0059395885,0.009025928222860
52.3,0.0060712941,0.009256330012028
52.4,0.0064155547,0.009827498112264
52.5,0.0057201853,0.008837353986711
52.6,0.0056761991,0.008782166093879
52.7,0.0059198687,0.009168705381005
52.8,0.0065937649,0.010249099315757
52.9,0.0065672167,0.010320860459946
53,0.0056640518,0.009001217577791
53.1,0.0054405193,0.008659638387166
53.2,0.0055114776,0.008766253789325
53.3,0.0059954068,0.009535943088963
53.4,0.0055377458,0.008853600299492
53.5,0.0059647503,0.009540036938215
53.6,0.0054545789,0.008767727573410
53.7,0.0063329331,0.010176012032828
53.8,0.0057301037,0.009293181536473
53.9,0.0057847969,0.009408401502411
54,0.0056576589,0.009233908401079
54.1,0.0061025939,0.009982041128475
54.2,0.0059090093,0.009735838611418
54.3,0.0062276678,0.010315256004361
54.4,0.0060513201,0.010115551287973
54.5,0.0061055162,0.010282208657768
54.6,0.0059093173,0.010035140313081
54.7,0.0055287316,0.009448069794461
54.8,0.0061386005,0.010511448365798
54.9,0.0057223432,0.009890964856230
55,0.0054299023,0.009429126422185
55.1,0.0056241078,0.009779177605744
55.2,0.0055147333,0.009624032726734
55.3,0.005445996,0.009527395349099
55.4,0.0052612205,0.009219846402360
55.5,0.0050905814,0.008917096731352
55.6,0.0054803391,0.009576958079839
55.7,0.0055292139,0.009682464397820
55.8,0.0053157315,0.009333974576079
55.9,0.0051115508,0.008977868912971
56,0.0052469905,0.009196569783234
56.1,0.0059039651,0.010342109991473
56.2,0.0055650366,0.009819763862690
56.3,0.0057069186,0.010104182503720
56.4,0.0058973092,0.010495953132242
56.5,0.0051822212,0.009295479444519
56.6,0.0056990939,0.010214833864806
56.7,0.0051858716,0.009346622719692
56.8,0.0053201793,0.009582971756406
56.9,0.0049885975,0.008994763663295
57,0.0054168006,0.009738395302364
57.1,0.0051611048,0.009298482084376
57.2,0.0057810225,0.010405979753542
57.3,0.0054189542,0.009820052794504
57.4,0.0048803083,0.008865112436186
57.5,0.0051852258,0.009381237264138
57.6,0.0056231758,0.010168445732164
57.7,0.0053412546,0.009705839534120
57.8,0.0050775779,0.009240646380419
57.9,0.0059294264,0.010773146355537
58,0.0049913278,0.009150626744167
58.1,0.0057184663,0.010457451041442
58.2,0.0058489399,0.010765630487423
58.3,0.0049809976,0.009245847752054
58.4,0.005457359,0.010106373221254
58.5,0.0048638518,0.009039279481215
58.6,0.00518458,0.009599479045555
58.7,0.0051266064,0.009493046384023
58.8,0.0053632432,0.009925086768427
58.9,0.0056915276,0.010557081368267
59,0.0056687568,0.010584980126443
59.1,0.0055231724,0.010381380918607
59.2,0.0050826379,0.009600303163085
59.3,0.0055843595,0.010541158151254
59.4,0.005378082,0.010211544078064
59.5,0.0047503473,0.009049707334449
59.6,0.0047664664,0.009038913972438
59.7,0.0049043072,0.009258768923954
59.8,0.0055664971,0.010478649905032
59.9,0.004798586,0.009083138457295
60,0.0053003084,0.009991584682003
60.1,0.0057237125,0.010812185359302
60.2,0.0049435898,0.009411363300302
60.3,0.0049373544,0.009378877430611
60.4,0.0048268909,0.009147741015061
60.5,0.0054885145,0.010362745206743
60.6,0.0054744853,0.010383795425925
60.7,0.0052315516,0.009968376563408
60.8,0.004981812,0.009506862783795
60.9,0.0054613,0.010404661683977
61,0.0050924909,0.009746148009313
61.1,0.0049084417,0.009392366183209
61.2,0.0049536394,0.009455084533326
61.3,0.0051766813,0.009861043670217
61.4,0.0052089398,0.009930327826062
61.5,0.0056143042,0.010716287675366
61.6,0.0057030337,0.010958489550846
61.7,0.0051120749,0.009903400027877
61.8,0.0046866315,0.009083148454638
61.9,0.0052164561,0.010059584017346
62,0.004699066,0.009077020061769
62.1,0.0054718824,0.010518065522602
62.2,0.005280923,0.010201762920772
62.3,0.0055088512,0.010669635758135
62.4,0.0049733794,0.009688271633396
62.5,0.004878797,0.009492356870792
62.6,0.0052047332,0.010101405270547
62.7,0.0050880852,0.009891963871386
62.8,0.0050597268,0.009838993683442
62.9,0.0056633918,0.011011244561715
63,0.0056026967,0.010981541108408
63.1,0.0054472767,0.010757776004813
63.2,0.0054375319,0.010799279732722
63.3,0.0048498207,0.009687278178082
63.4,0.0046946592,0.009356698096710
63.5,0.0055739095,0.011061422429243
63.6,0.0051758111,0.010350173418944
63.7,0.0049930905,0.010007513049698
63.8,0.0054601842,0.010941750015580
63.9,0.0051882273,0.010463420497932
64,0.0052997956,0.010717661871219
64.1,0.0050068264,0.010170065756812
64.2,0.0050358707,0.010233239201758
64.3,0.0046217009,0.009399398316930
64.4,0.0054246299,0.010979366004843
64.5,0.0052715077,0.010736544001797
64.6,0.0045940449,0.009396824816784
64.7,0.0045014041,0.009160869961393
64.8,0.004828791,0.009764568275436
64.9,0.0046047761,0.009291382893613
65,0.0046127812,0.009259191527316
65.1,0.0050601492,0.010104388957118
65.2,0.0045572179,0.009105844986998
65.3,0.0051281827,0.010185198580557
65.4,0.0054209134,0.010781649910173
65.5,0.0050521038,0.010103889218320
65.6,0.0052082737,0.010422119710408
65.7,0.005258489,0.010551578197309
65.8,0.0052031317,0.010477644347194
65.9,0.0045151653,0.009118595875274
66,0.0047108347,0.009453493843321
66.1,0.0052101398,0.010414430640359
66.2,0.0048707291,0.009762691831685
66.3,0.0045973008,0.009197750415335
66.4,0.004695325,0.009342543824923
66.5,0.0055063987,0.010909081269899
66.6,0.0047680926,0.009508932792880
66.7,0.0049429282,0.009824887986540
66.8,0.0051566825,0.010238598280158
66.9,0.0047248499,0.009397884742523
67,0.004598535,0.009110579510871
67.1,0.0053009784,0.010443020506051
67.2,0.0053573061,0.010591048493847
67.3,0.005287264,0.010498788005873
67.4,0.0046272773,0.009221297634994
67.5,0.0051694083,0.010248542069870
67.6,0.005501246,0.010927207375526
67.7,0.0054733576,0.010944089003198
67.8,0.0049415495,0.009945041799805
67.9,0.0050206551,0.010096527862070
68,0.0053454588,0.010752919418782
68.1,0.0054100699,0.010936112578253
68.2,0.0050657339,0.010301686761176
68.3,0.0051809775,0.010549451436777
68.4,0.0049648135,0.010139207970674
68.5,0.0049364314,0.010081061053571
68.6,0.0046121078,0.009414815952252
68.7,0.0054416376,0.011054328061389
68.8,0.0050123604,0.010250337976295
68.9,0.0047117395,0.009642246041759
69,0.0049817611,0.010159629348650
69.1,0.0051461821,0.010496808245786
69.2,0.0051032494,0.010435452564842
69.3,0.004532352,0.009286457385923
69.4,0.0050032105,0.010191497712678
69.5,0.0050624233,0.010316688021025
69.6,0.0051129619,0.010433156518543
69.7,0.0049326453,0.010085906061619
69.8,0.0050098139,0.010239260443078
69.9,0.0050237567,0.010274327882727
70,0.0048740527,0.009976708079367
70.1,0.0045926634,0.009389263555019
70.2,0.0049616918,0.010092229028835
70.3,0.005189565,0.010553819659784
70.4,0.0044830883,0.009144815017267
70.5,0.0045293877,0.009178645122408
70.6,0.0050249205,0.010120850916851
70.7,0.0048216078,0.009715282115583
70.8,0.0045455355,0.009137422640603
70.9,0.0047820377,0.009554828341617
71,0.0046559875,0.009274209029046
71.1,0.0049561798,0.009824756258441
71.2,0.0051323178,0.010163892714068
71.3,0.0051723324,0.010257108456339
71.4,0.0051776741,0.010287783584713
71.5,0.0054959835,0.010943099680814
71.6,0.0052996504,0.010622589388696
71.7,0.0050210835,0.010105536841404
71.8,0.0049930842,0.010052490863224
71.9,0.0051569316,0.010381871607153
72,0.0051934776,0.010478788579949
72.1,0.0048918136,0.009898006376285
72.2,0.0049765378,0.010056401495175
72.3,0.0049701429,0.010041803063988
72.4,0.0052014879,0.010506485919583
72.5,0.0050121343,0.010154145205620
72.6,0.0047538763,0.009634817273582
72.7,0.0050953361,0.010294636595380
72.8,0.0047641563,0.009639792090392
72.9,0.0052000046,0.010489879318259
73,0.0050141417,0.010144386884794
73.1,0.0054185773,0.010966895193542
73.2,0.0046922346,0.009555675524495
73.3,0.0048853244,0.009910765348639
73.4,0.0050740676,0.010280161578921
73.5,0.0052526288,0.010655469480295
73.6,0.005370399,0.010936462373723
73.7,0.0051074883,0.010460669747365
73.8,0.0052350099,0.010744378926466
73.9,0.0049278955,0.010154829960806
74,0.0046373878,0.009553595826341
74.1,0.0045698542,0.009373929791689
74.2,0.005338847,0.010893192206639
74.3,0.0046754978,0.009590675108529
74.4,0.005086665,0.010393491593980
74.5,0.0044410106,0.009089892785974
