Tijd,Substraat,Biomassa
74.6,0.0053928901,0.010960423102823
74.7,0.0047121929,0.009634329252642
74.8,0.0053041528,0.010806965511551
74.9,0.0047099197,0.009642084467527
75,0.0053902039,0.010996435959931
75.1,0.0049226374,0.010103817972270
75.2,0.0045468003,0.009328087568195
75.3,0.004859746,0.009914144213729
75.4,0.0051491804,0.010488724083469
75.5,0.0048747303,0.009954689918642
75.6,0.0045550771,0.009290046584929
75.7,0.005232245,0.010611074618020
75.8,0.0045556014,0.009271737211790
75.9,0.0049185855,0.009953802824369
76,0.0048262314,0.009757877266491
76.1,0.004788293,0.009659785435243
76.2,0.0052610447,0.010584036267956
76.3,0.0048257588,0.009744158773683
76.4,0.0048276923,0.009726136707077
76.5,0.004562008,0.009169908616659
76.6,0.0051070659,0.010205658829779
76.7,0.0050128549,0.010030419170140
76.8,0.0047283701,0.009461596948752
76.9,0.0046556604,0.009281024801709
77,0.0055471994,0.011005296186982
77.1,0.0054013074,0.010793823482032
77.2,0.0050017882,0.010049954730712
77.3,0.0048770391,0.009799436541135
77.4,0.0053234626,0.010678411708510
77.5,0.004659939,0.009389286674095
77.6,0.004676201,0.009379591456557
77.7,0.004592112,0.009170459857788
77.8,0.0047079731,0.009349452201396
77.9,0.0050500489,0.009986647027703
78,0.0049604625,0.009811497614038
78.1,0.0054769098,0.010822282655960
78.2,0.0049826362,0.009905681347602
78.3,0.0049732348,0.009881537251617
78.4,0.0052186748,0.010362022239206
78.5,0.0048599796,0.009675276237730
78.6,0.0046181654,0.009174078416105
78.7,0.0054081498,0.010686002931910
78.8,0.0054682512,0.010860100126613
78.9,0.0054606021,0.010911862354458
79,0.0054119196,0.010882773830193
79.1,0.0052531197,0.010625193190999
79.2,0.0046401019,0.009420608985342
79.3,0.005059855,0.010225584936978
79.4,0.0045160659,0.009135698647493
79.5,0.005315298,0.010684832968620
79.6,0.0050137754,0.010123411022061
79.7,0.0053509802,0.010807774616552
79.8,0.0047459312,0.009634873437556
79.9,0.0053494874,0.010825557511089
80,0.0050444829,0.010261214072590
80.1,0.004843995,0.009863066981844
80.2,0.0052710092,0.010713428715552
80.3,0.0049681648,0.010140310925391
80.4,0.0053773034,0.010975515925228
80.5,0.0048376156,0.009932473562261
80.6,0.0050017974,0.010252698751947
80.7,0.0051652937,0.010594366108790
80.8,0.0052803557,0.010862738117518
80.9,0.0047271691,0.009771318590205
81,0.0045940106,0.009467611043333
81.1,0.0051585967,0.010579200180406
81.2,0.0051212088,0.010532852691093
81.3,0.00526653,0.010858205093155
81.4,0.0044581167,0.009234403730686
81.5,0.0051093121,0.010513413434992
81.6,0.0052638008,0.010856080889465
81.7,0.0047351816,0.009811204805809
81.8,0.0044835086,0.009263480584160
81.9,0.0045787096,0.009400439725896
82,0.0048522474,0.009910463032578
82.1,0.0045423088,0.009262731107704
82.2,0.0051403681,0.010421495458903
82.3,0.0050188597,0.010197896005268
82.4,0.0052641746,0.010702644742278
82.5,0.0053089963,0.010838211638699
82.6,0.0051785047,0.010623910378768
82.7,0.0050319479,0.010356205986608
82.8,0.0052820346,0.010883696132435
82.9,0.0052409864,0.010851853801462
83,0.0048392802,0.010064740407574
83.1,0.0044814909,0.009308844789562
83.2,0.0047646894,0.009835344349883
83.3,0.0047801101,0.009842346239301
83.4,0.005089103,0.010453750977631
83.5,0.0045258249,0.009314720995444
83.6,0.0045051902,0.009218141993800
83.7,0.0045961479,0.009345697048006
83.8,0.0049498616,0.010013033717613
83.9,0.00518176,0.010476838112207
84,0.0047020318,0.009532899759301
84.1,0.0048703726,0.009836515865810
84.2,0.0054607686,0.011010822039552
84.3,0.0050842833,0.010320219117837
84.4,0.0051293065,0.010427015683521
84.5,0.0053439549,0.010886925253667
84.6,0.0047810734,0.009792492954404
84.7,0.0052810862,0.010789635282462
84.8,0.0051956905,0.010663471655373
84.9,0.0048218219,0.009930420387710
85,0.0044810032,0.009212058097900
85.1,0.0049258347,0.010061173780665
85.2,0.0049135081,0.010030366777850
85.3,0.0048838757,0.009962403386176
85.4,0.0049371424,0.010059143042166
85.5,0.0051772083,0.010543248972686
85.6,0.0053527588,0.010932583367971
85.7,0.0047055778,0.009664601844245
85.8,0.0045685834,0.009350761247231
85.9,0.0045548333,0.009272401023958
86,0.0045485586,0.009207026774252
86.1,0.0054632837,0.010993581387130
86.2,0.0048710905,0.009867051338654
86.3,0.0047090419,0.009523991554850
86.4,0.0054476867,0.010976226961060
86.5,0.0052878647,0.010723098653691
86.6,0.0046396502,0.009449757748162
86.7,0.0045904762,0.009307092187603
86.8,0.004678891,0.009436107763407
86.9,0.0048395743,0.009718711025786
87,0.0050862359,0.010191489154436
87.1,0.004945739,0.009920856205080
87.2,0.0050949948,0.010212059837918
87.3,0.0049365403,0.009906629257483
87.4,0.004875836,0.009775852913957
87.5,0.0048977406,0.009802463322134
87.6,0.0051232572,0.010238292135773
87.7,0.0049451665,0.009897503099597
87.8,0.0046672926,0.009333205383542
87.9,0.0052123046,0.010375268854791
88,0.0055273154,0.011031362545716
88.1,0.0051948945,0.010443051388929
88.2,0.0048878417,0.009852602085657
88.3,0.0053399394,0.010748238355792
88.4,0.0052873418,0.010694002675206
88.5,0.0052412755,0.010646086690736
88.6,0.0048099634,0.009806700542272
88.7,0.0044587998,0.009070581967116
88.8,0.00495448,0.010008944163742
88.9,0.0051150692,0.010328394435679
89,0.0051144104,0.010345102580524
89.1,0.0051045299,0.010343642558255
89.2,0.0052492789,0.010655174556856
89.3,0.0048148612,0.009810989454457
89.4,0.0048045473,0.009768773337145
89.5,0.0048461257,0.009830026457762
89.6,0.0047992741,0.009716910326320
89.7,0.0051676217,0.010436078501523
89.8,0.0046113152,0.009335864126124
89.9,0.0047784762,0.009625402751556
90,0.0051664236,0.010376137456482
90.1,0.0053429812,0.010755358983168
90.2,0.0047835356,0.009676390762123
90.3,0.0046255188,0.009330745468091
90.4,0.0051044008,0.010245851787081
90.5,0.00450185,0.009049088013345
90.6,0.0054487372,0.010879965360238
90.7,0.0048805959,0.009805178493155
90.8,0.0050225402,0.010073750832356
90.9,0.0048492189,0.009728525023410
91,0.0047778527,0.009565176962632
91.1,0.0048182832,0.009616124529798
91.2,0.0053769009,0.010702556062943
91.3,0.0046415164,0.009284677529189
91.4,0.0051765363,0.010304029671195
91.5,0.0045772293,0.009130609111261
91.6,0.005015361,0.009946601996370
91.7,0.0049341969,0.009783874354731
91.8,0.0047162303,0.009339755154051
91.9,0.0053441744,0.010539227802983
92,0.0052337186,0.010364366281130
92.1,0.004559676,0.009054528350181
92.2,0.0053810686,0.010620409391046
92.3,0.0051221411,0.010156981077698
92.4,0.004841318,0.009612301319330
92.5,0.0049808296,0.009864852100307
92.6,0.0048878286,0.009674052504950
92.7,0.0050935863,0.010061754417796
92.8,0.0052980663,0.010473655802499
92.9,0.0054057687,0.010725059655293
93,0.0047662711,0.009505956362796
93.1,0.0050162514,0.009971014253146
93.2,0.0049242833,0.009787203377302
93.3,0.0046032802,0.009136910853053
93.4,0.0046507333,0.009179797139206
93.5,0.0048035768,0.009433439760958
93.6,0.005190482,0.010160374801145
93.7,0.0054540814,0.010695528315823
93.8,0.0050116518,0.009881911268133
93.9,0.0054384382,0.010719222154035
94,0.0048585215,0.009628527420942
94.1,0.0047550962,0.009401985389136
94.2,0.0049508311,0.009752853004395
94.3,0.0055449202,0.010909771455638
94.4,0.0051618953,0.010226328250318
94.5,0.0049307666,0.009785854782544
94.6,0.0050320008,0.009973845116200
94.7,0.0051991618,0.010305463877733
94.8,0.0055090744,0.010945015424616
94.9,0.0049344492,0.009869879190621
95,0.0045813723,0.009154192481366
95.1,0.0050041151,0.009941905821712
95.2,0.0051584876,0.010245728512548
95.3,0.005304347,0.010554579111141
95.4,0.0054027835,0.010792521167842
95.5,0.0046418803,0.009323185888583
95.6,0.0046354074,0.009265389261408
95.7,0.005223404,0.010388520414305
95.8,0.0053803039,0.010730113548860
95.9,0.0051030586,0.010228848803205
96,0.0051745488,0.010386049600429
96.1,0.0054873393,0.011040108473127
96.2,0.0044953588,0.009107395630521
96.3,0.0054249765,0.010918944253145
96.4,0.0046724018,0.009461352586901
96.5,0.0054624063,0.011014271003216
96.6,0.0049883747,0.010125804422336
96.7,0.00474508,0.009633202767023
96.8,0.0051977355,0.010518389039198
96.9,0.005055333,0.010260799198172
97,0.0052950334,0.010758781598441
97.1,0.0052711012,0.010758788790565
97.2,0.0050783411,0.010410537886214
97.3,0.005139567,0.010554109058917
97.4,0.0050413199,0.010379863863007
97.5,0.0047476194,0.009788089649612
97.6,0.0049410265,0.010158495989659
97.7,0.0050682155,0.010418388377765
97.8,0.0047264538,0.009731972907636
97.9,0.0052755686,0.010828879107488
98,0.0048357987,0.009972240508792
98.1,0.0053080889,0.010929223710023
98.2,0.0046575918,0.009640142559630
98.3,0.0053342019,0.010997222817702
98.4,0.0044944547,0.009318651601080
98.5,0.0048112804,0.009914689286521
98.6,0.0052312596,0.010759535438683
98.7,0.0053351458,0.011017771205808
98.8,0.0046955763,0.009752922633807
98.9,0.0048974481,0.010138469127981
99,0.0049090097,0.010156622854412
99.1,0.0051855205,0.010724201297641
99.2,0.005277069,0.010952680404243
99.3,0.0049942873,0.010418551697098
99.4,0.0045833768,0.009571557274155
99.5,0.0052799808,0.010973995046422
99.6,0.0049220726,0.010283238604991
99.7,0.0044667011,0.009332444199942
99.8,0.0046092371,0.009569323154360
99.9,0.0052512836,0.010852972116530
100,0.0046,0.009500000000000
